timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,370.00,105.00,90.00,10.00,30.00,0.00,0.00
1.00,435.00,115.00,95.00,10.00,40.00,0.00,0.00
2.00,525.00,130.00,100.00,10.00,50.00,0.00,0.00
3.00,600.00,142.75,100.00,15.00,55.00,0.00,0.00
4.00,660.00,155.00,100.00,15.00,62.75,0.00,0.00
5.00,727.75,172.75,100.00,15.00,65.00,0.00,0.00
6.00,825.00,190.00,105.00,20.00,80.00,0.00,0.00
7.00,910.00,207.75,105.00,20.00,85.00,0.00,0.00
8.00,985.00,227.75,105.00,20.00,90.00,0.00,0.00
9.00,1025.00,252.75,105.00,20.00,95.00,0.00,0.00
10.00,1090.50,280.00,110.00,20.00,100.00,0.00,0.00
11.00,1125.00,307.75,110.00,20.00,105.00,0.00,0.00
12.00,1150.00,330.00,115.00,20.00,115.00,0.00,0.00
13.00,1180.00,355.00,115.00,20.00,115.00,0.00,0.00
14.00,1210.00,375.00,130.00,20.00,115.00,0.00,0.00
15.00,1242.75,392.75,130.00,20.00,120.00,0.00,0.00
16.00,1255.00,412.75,140.00,20.00,120.00,0.00,0.00
17.00,1290.00,430.00,152.75,20.00,125.00,0.00,0.00
18.00,1362.75,462.75,160.00,20.00,127.75,0.00,0.00
19.00,1365.00,477.75,180.00,20.00,122.75,0.00,0.00
20.00,1425.00,507.75,192.75,25.00,127.75,0.00,0.00
21.00,1517.75,530.50,210.00,25.00,132.75,0.00,0.00
22.00,1607.75,550.00,227.75,25.00,145.00,0.00,0.00
23.00,1677.75,570.00,240.00,25.00,145.00,0.00,0.00
24.00,1730.50,575.00,255.00,30.00,155.00,0.00,0.00
25.00,1755.00,610.00,265.00,27.75,162.75,0.00,0.00
26.00,1810.50,632.75,290.00,30.00,155.00,0.00,0.00
27.00,1902.75,652.75,303.25,30.00,177.75,0.00,0.00
28.00,2020.50,675.00,305.00,32.75,180.00,0.00,0.00
29.00,2125.00,695.00,327.75,30.00,185.00,0.00,0.00
30.00,2235.00,717.75,335.00,42.75,190.00,0.00,0.00
31.00,2355.00,760.50,355.50,40.00,195.00,0.00,0.00
32.00,2415.00,770.50,367.75,45.00,207.75,0.00,0.00
33.00,2450.50,807.75,387.75,40.00,217.75,0.00,0.00
34.00,2482.75,857.75,400.00,40.00,225.00,0.00,0.00
